bead_size,bead_number,experiment,beam_energy,exp_variable,scf_count,scf_bead,calibrated_count,adjusted_count
1.0,1,linearity,6.0,10.0,40.85,0.0047866177070583,35.27806,-11.403120673469381
1.0,2,linearity,6.0,10.0,40.84,0.0047877897486124,35.236752,-11.444428673469382
1.0,3,linearity,6.0,10.0,40.75,0.0047983640081799,39.816825,-6.864355673469383
1.0,4,linearity,6.0,10.0,42.97,0.0045504615623303,36.558876,-10.122304673469387
1.0,5,linearity,6.0,10.0,43.52,0.0044929534313725,39.881728,-6.799452673469382
1.0,6,linearity,6.0,25.0,41.46,0.0047161923138768,67.91148,21.230299326530613
1.0,7,linearity,6.0,25.0,40.44,0.0048351467194197,66.68556,20.00437932653061
1.0,10,linearity,6.0,25.0,39.96,0.0048932265598932,65.97396,19.29277932653062
1.0,11,linearity,6.0,25.0,41.84,0.0046733588272785,71.33720000000001,24.656019326530625
1.0,12,linearity,6.0,50.0,41.72,0.0046868008948545,110.76659999999998,64.0854193265306
1.0,13,linearity,6.0,50.0,38.5,0.0050787878787878,112.26599999999999,65.5848193265306
1.0,14,linearity,6.0,50.0,41.85,0.0046722421346077,121.23944999999999,74.5582693265306
1.0,15,linearity,6.0,50.0,40.61,0.0048149060165804,110.29676,63.61557932653062
1.0,16,linearity,6.0,50.0,40.02,0.0048858903881392,114.81738000000001,68.13619932653063
1.0,17,linearity,6.0,100.0,41.43,0.0047196073698608,220.07616000000002,173.39497932653063
1.0,18,linearity,6.0,100.0,41.58,0.004702581369248,240.08292,193.40173932653062
1.0,19,linearity,6.0,100.0,39.89,0.0049018133199632,211.57656,164.89537932653062
1.0,20,linearity,6.0,100.0,41.05,0.0047632967925294,219.7817,173.10051932653062
1.0,21,linearity,6.0,100.0,45.84,0.0042655613728912,242.67696,195.99577932653062
1.0,22,linearity,6.0,250.0,40.15,0.0048700705687007,497.057,450.37581932653063
1.0,23,linearity,6.0,250.0,39.12,0.0049982958418541,480.39359999999994,433.71241932653055
1.0,24,linearity,6.0,250.0,42.14,0.0046400885935769,656.1198,609.4386193265307
1.0,25,linearity,6.0,250.0,40.87,0.0047842753445885,509.64889999999997,462.9677193265306
1.0,26,linearity,6.0,250.0,37.2,0.0052562724014336,424.45200000000006,377.77081932653067
1.0,27,linearity,6.0,500.0,40.13,0.0048724977157571,1043.7813,997.1001193265307
1.0,28,linearity,6.0,500.0,41.65,0.0046946778711484,1131.6305,1084.9493193265307
1.0,29,linearity,6.0,500.0,38.72,0.0050499311294765,930.4416,883.7604193265306
1.0,30,linearity,6.0,500.0,41.76,0.0046823116219667,1005.9984,959.3172193265306
1.0,31,linearity,6.0,500.0,36.81,0.0053119623290772,819.7587000000001,773.0775193265307
1.0,32,linearity,6.0,1000.0,39.36,0.0049678184281842,2282.88,2236.1988193265306
1.0,33,linearity,6.0,1000.0,39.9,0.0049005847953216,1908.018,1861.3368193265305
1.0,34,linearity,6.0,1000.0,40.4,0.0048399339933993,2027.272,1980.5908193265304
1.0,35,linearity,6.0,1000.0,39.61,0.0049364638559286,2138.94,2092.2588193265306
1.0,36,linearity,6.0,1000.0,41.8,0.0046778309409888,2390.542,2343.8608193265304
1.0,37,linearity,6.0,2000.0,42.97,0.0045504615623303,4219.2243,4172.54311932653
1.0,38,linearity,6.0,2000.0,39.77,0.0049166038052133,3738.7777000000006,3692.096519326531
1.0,39,linearity,6.0,2000.0,39.56,0.0049427030670711,4399.072,4352.390819326531
1.0,40,linearity,6.0,2000.0,38.88,0.0050291495198902,3689.3232000000003,3642.6420193265308
1.0,41,linearity,6.0,2000.0,40.16,0.0048688579017264,3939.6959999999995,3893.01481932653
1.0,42,linearity,6.0,3000.0,42.34,0.0046181703668713,6207.044,6160.36281932653
1.0,43,linearity,6.0,3000.0,40.49,0.0048291759282127,6109.941000000001,6063.259819326531
1.0,44,linearity,6.0,3000.0,41.43,0.0047196073698608,6069.495,6022.81381932653
1.0,45,linearity,6.0,3000.0,40.87,0.0047842753445885,6167.282999999999,6120.60181932653
1.0,46,linearity,6.0,3000.0,41.23,0.0047425014148273,6139.147,6092.46581932653
1.0,47,linearity,6.0,5000.0,39.61,0.0049364638559286,10294.639,10247.95781932653
1.0,48,linearity,6.0,5000.0,40.92,0.0047784294558488,10635.108,10588.42681932653
1.0,50,linearity,6.0,5000.0,42.34,0.0046181703668713,10411.406,10364.724819326531
1.0,52,linearity,6.0,5000.0,43.17,0.0045293799706586,11806.995,11760.313819326531
1.0,53,linearity,10.0,0.0,39.8,0.0049128978224455,25.78244,-20.898740673469383
1.0,54,linearity,10.0,0.0,39.21,0.0049868230893479,20.150019,-26.531161673469384
1.0,55,linearity,10.0,0.0,38.38,0.0050946673614729,23.9875,-22.693680673469384
1.0,56,linearity,10.0,0.0,39.76,0.0049178403755868,25.824119999999997,-20.857060673469388
1.0,57,linearity,10.0,0.0,39.59,0.004938957649238,24.482456,-22.198724673469385
1.0,58,linearity,10.0,10.0,40.92,0.0047784294558488,61.83012,15.148939326530616
1.0,59,linearity,10.0,10.0,42.56,0.004594298245614,67.6704,20.989219326530616
1.0,60,linearity,10.0,10.0,42.02,0.0046533396795176,62.98798000000001,16.306799326530623
1.0,61,linearity,10.0,10.0,39.21,0.0049868230893479,52.38456000000001,5.703379326530623
1.0,62,linearity,10.0,10.0,37.28,0.0052449928469241,50.66352,3.9823393265306137
1.0,64,linearity,10.0,25.0,39.03,0.0050098215048253,64.59465,17.913469326530617
1.0,65,linearity,10.0,25.0,37.6,0.005200354609929,73.3952,26.714019326530618
1.0,66,linearity,10.0,25.0,38.13,0.005128070635545,60.89361,14.212429326530618
1.0,67,linearity,10.0,25.0,37.51,0.0052128321336532,64.66723999999999,17.986059326530608
1.0,68,linearity,10.0,25.0,38.42,0.0050893631788998,79.87518000000001,33.19399932653063
1.0,69,linearity,10.0,50.0,37.94,0.0051537515375153,113.40265999999998,66.7214793265306
1.0,70,linearity,10.0,50.0,38.9,0.0050265638389031,113.3546,66.67341932653062
1.0,71,linearity,10.0,50.0,38.7,0.005052540913006,115.9839,69.30271932653062
1.0,72,linearity,10.0,50.0,39.44,0.0049577417173766,109.40656,62.725379326530614
1.0,73,linearity,10.0,50.0,38.07,0.0051361527011645,118.13121000000001,71.45002932653063
1.0,74,linearity,10.0,100.0,39.58,0.0049402054909887,208.94281999999998,162.2616393265306
1.0,75,linearity,10.0,100.0,36.61,0.0053409815168897,206.80989,160.1287093265306
1.0,76,linearity,10.0,100.0,39.81,0.0049116637360797,208.00725,161.32606932653061
1.0,77,linearity,10.0,100.0,38.75,0.0050460215053763,212.07874999999999,165.3975693265306
1.0,78,linearity,10.0,100.0,43.81,0.0044632123563874,228.81963000000002,182.13844932653063
1.0,79,linearity,10.0,250.0,38.52,0.0050761509172724,544.6728,497.99161932653067
1.0,80,linearity,10.0,250.0,37.3,0.0052421805183199,470.35299999999995,423.67181932653057
1.0,81,linearity,10.0,250.0,40.48,0.0048303689064558,502.35679999999996,455.6756193265306
1.0,82,linearity,10.0,250.0,39.29,0.0049766692118435,482.87409999999994,436.19291932653056
1.0,83,linearity,10.0,250.0,39.26,0.0049804720665647,478.9719999999999,432.29081932653054
1.0,84,linearity,10.0,500.0,38.23,0.0051146569012119,966.4544,919.7732193265306
1.0,86,linearity,10.0,500.0,37.95,0.0051523935002195,1015.9215,969.2403193265307
1.0,87,linearity,10.0,500.0,41.08,0.0047598182408308,1005.6383999999999,958.9572193265305
1.0,88,linearity,10.0,500.0,39.44,0.0049577417173766,1083.0224,1036.3412193265308
1.0,89,linearity,10.0,500.0,38.58,0.0050682564368411,907.4015999999999,860.7204193265305
1.0,90,linearity,10.0,1000.0,46.59,0.0041968948987622,2811.7065000000002,2765.0253193265307
1.0,91,linearity,10.0,1000.0,43.81,0.0044632123563874,2283.3772,2236.6960193265304
1.0,92,linearity,10.0,1000.0,40.92,0.0047784294558488,2033.3148,1986.6336193265306
1.0,93,linearity,10.0,1000.0,46.76,0.0041816367265469,2347.8196,2301.1384193265303
1.0,94,linearity,10.0,1000.0,37.46,0.0052197899982203,1854.27,1807.5888193265305
1.0,95,linearity,10.0,2000.0,37.54,0.0052086663114899,3726.5957999999996,3679.91461932653
1.0,96,linearity,10.0,2000.0,38.14,0.0051267260968362,3711.7848,3665.1036193265304
1.0,97,linearity,10.0,2000.0,39.69,0.0049265138154027,3871.7594999999997,3825.07831932653
1.0,98,linearity,10.0,2000.0,37.62,0.005197589934432,4292.441999999999,4245.76081932653
1.0,99,linearity,10.0,2000.0,37.88,0.0051619148187258,4170.588,4123.90681932653
1.0,100,linearity,10.0,3000.0,38.59,0.0050669430767901,5641.858,5595.176819326531
1.0,101,linearity,10.0,3000.0,41.49,0.0047127821965132,6306.4800000000005,6259.798819326531
1.0,102,linearity,10.0,3000.0,45.95,0.0042553500181356,6979.805,6933.123819326531
1.0,103,linearity,10.0,3000.0,37.56,0.0052058927937522,5889.408,5842.726819326531
1.0,104,linearity,10.0,3000.0,37.99,0.0051469685004825,5326.197999999999,5279.51681932653
1.0,105,linearity,10.0,5000.0,37.25,0.0052492170022371,9189.574999999999,9142.89381932653
1.0,106,linearity,10.0,5000.0,39.41,0.0049615156897572,9884.028,9837.34681932653
1.0,107,linearity,10.0,5000.0,37.34,0.0052365648991251,10051.928,10005.24681932653
1.0,108,linearity,10.0,5000.0,45.48,0.0042993257109352,11638.332,11591.65081932653
1.0,110,linearity,10.0,0.0,38.82,0.0050369225485145,21.754728,-24.926452673469385
1.0,111,linearity,10.0,0.0,39.91,0.0048993568863275,21.276021,-25.405159673469385
1.0,112,linearity,10.0,0.0,37.54,0.0052086663114899,19.997557999999998,-26.683622673469387
1.0,113,linearity,10.0,0.0,37.18,0.0052590998744844,25.144834,-21.536346673469385
1.0,114,linearity,10.0,0.0,38.98,0.0050162476483666,23.637472,-23.043708673469386
1.0,115,dose_rate,6.0,600.0,37.63,0.0051962086987332,357.25922,310.57803932653064
1.0,116,dose_rate,6.0,600.0,36.8,0.0053134057971014,342.7184,296.0372193265306
1.0,117,dose_rate,6.0,600.0,37.69,0.0051879366763951,375.73160999999993,329.05042932653055
1.0,118,dose_rate,6.0,600.0,37.88,0.0051619148187258,374.4438,327.7626193265306
1.0,119,dose_rate,6.0,600.0,38.52,0.0050761509172724,385.58520000000004,338.90401932653066
1.0,120,dose_rate,6.0,500.0,39.33,0.0049716077633697,411.7851,365.1039193265306
1.0,122,dose_rate,6.0,500.0,45.33,0.0043135524670931,453.75329999999997,407.0721193265306
1.0,123,dose_rate,6.0,500.0,37.97,0.0051496795715916,366.37253,319.6913493265306
1.0,124,dose_rate,6.0,500.0,40.04,0.0048834498834498,379.33896,332.6577793265306
1.0,125,dose_rate,6.0,500.0,38.52,0.0050761509172724,367.40376000000003,320.72257932653065
1.0,126,dose_rate,6.0,400.0,37.6,0.005200354609929,368.7808,322.0996193265306
1.0,127,dose_rate,6.0,400.0,40.63,0.0048125358930182,418.0827,371.4015193265306
1.0,128,dose_rate,6.0,400.0,39.82,0.0049104302695462,389.63870000000003,342.95751932653064
1.0,129,dose_rate,6.0,400.0,39.92,0.0048981295925183,408.7808,362.0996193265306
1.0,130,dose_rate,6.0,400.0,39.19,0.0049893680360636,392.29189999999994,345.61071932653056
1.0,131,dose_rate,6.0,300.0,43.92,0.0044520340012143,422.68608000000006,376.0048993265307
1.0,132,dose_rate,6.0,300.0,37.79,0.0051742083443591,348.0459,301.36471932653063
1.0,133,dose_rate,6.0,300.0,37.69,0.0051879366763951,372.64103,325.9598493265306
1.0,134,dose_rate,6.0,300.0,44.25,0.0044188323917137,447.36749999999995,400.68631932653057
1.0,135,dose_rate,6.0,300.0,38.38,0.0050946673614729,373.82120000000003,327.14001932653065
1.0,136,dose_rate,6.0,200.0,39.69,0.0049265138154027,374.31638999999996,327.63520932653057
1.0,137,dose_rate,6.0,200.0,39.5,0.0049502109704641,405.27,358.5888193265306
1.0,138,dose_rate,6.0,200.0,37.63,0.0051962086987332,373.2896,326.6084193265306
1.0,139,dose_rate,6.0,200.0,39.27,0.0049792038027332,371.29785000000004,324.61666932653065
1.0,140,dose_rate,6.0,200.0,40.72,0.0048018991486574,423.0808,376.3996193265306
1.0,141,dose_rate,6.0,100.0,38.27,0.005109311035624,386.9097,340.2285193265306
1.0,142,dose_rate,6.0,100.0,38.3,0.0051053089643167,377.8295,331.1483193265306
1.0,143,dose_rate,6.0,100.0,39.8,0.0049128978224455,409.14399999999995,362.46281932653056
1.0,144,dose_rate,6.0,100.0,39.38,0.0049652954122227,392.50046000000003,345.81927932653065
1.0,145,dose_rate,6.0,100.0,38.13,0.005128070635545,398.0772,351.3960193265306
1.0,146,dose_rate,6.0,80.0,39.3,0.0049754028837998,398.895,352.2138193265306
1.0,147,dose_rate,6.0,80.0,38.66,0.0050577685807897,368.08186,321.4006793265306
1.0,148,dose_rate,6.0,80.0,39.49,0.004951464505782,412.6705,365.9893193265306
1.0,149,dose_rate,6.0,80.0,39.57,0.0049414539634403,391.70342999999997,345.0222493265306
1.0,150,dose_rate,6.0,80.0,39.3,0.0049754028837998,373.9788,327.2976193265306
1.0,151,dose_rate,6.0,60.0,40.42,0.0059137390730661,392.76114,346.0799593265306
1.0,152,dose_rate,6.0,60.0,36.1,0.0066214219759926,355.1879,308.50671932653063
1.0,153,dose_rate,6.0,60.0,48.04,0.0049757146822092,526.9988000000001,480.3176193265307
1.0,154,dose_rate,6.0,60.0,38.39,0.0062264478596856,377.18174999999997,330.5005693265306
1.0,155,dose_rate,6.0,60.0,38.0,0.0062903508771929,341.392,294.7108193265306
1.0,156,dose_rate,6.0,0.0,37.85,0.0063152796125055,19.33378,-27.347400673469384
1.0,157,dose_rate,6.0,0.0,38.02,0.0062870419077678,19.994718000000002,-26.686462673469382
1.0,158,dose_rate,6.0,0.0,39.57,0.0060407716283379,23.144493,-23.536687673469384
1.0,159,dose_rate,6.0,0.0,39.97,0.0059803185722625,35.049693,-11.631487673469387
1.0,160,dose_rate,6.0,0.0,41.15,0.0058088294856217,30.187640000000002,-16.493540673469383
1.0,161,dose_rate,10.0,2400.0,40.27,0.005935766906713,415.9891,369.3079193265306
1.0,162,dose_rate,10.0,2400.0,38.49,0.0062102710660777,372.73716,326.05597932653063
1.0,163,dose_rate,10.0,2400.0,38.48,0.0062118849618849,381.06744,334.3862593265306
1.0,164,dose_rate,10.0,2400.0,41.72,0.0057294662831575,425.9612,379.28001932653063
1.0,165,dose_rate,10.0,2400.0,38.03,0.006285388728197,364.66967000000005,317.98848932653067
1.0,169,dose_rate,10.0,2000.0,40.08,0.0059639055222887,392.06255999999996,345.3813793265306
1.0,170,dose_rate,10.0,2000.0,38.64,0.0061861628709454,436.24559999999997,389.5644193265306
1.0,171,dose_rate,10.0,2000.0,39.85,0.0059983270598076,380.84645,334.1652693265306
1.0,173,dose_rate,10.0,2000.0,42.92,0.0055692761727244,402.41792,355.7367393265306
1.0,174,dose_rate,10.0,2000.0,37.73,0.0063353653149571,363.75492999999994,317.07374932653056
1.0,175,dose_rate,10.0,1600.0,38.83,0.0061558932097175,387.36808,340.68689932653064
1.0,176,dose_rate,10.0,1600.0,38.72,0.0061733815426997,382.86336,336.1821793265306
1.0,177,dose_rate,10.0,1600.0,37.68,0.0063437721160651,381.3216,334.6404193265306
1.0,178,dose_rate,10.0,1600.0,43.81,0.005456136346344,421.93411000000003,375.25292932653065
1.0,179,dose_rate,10.0,1600.0,38.15,0.006265618173875,399.04900000000004,352.36781932653065
1.0,180,dose_rate,10.0,1200.0,38.12,0.006270549143057,357.48936,310.8081793265306
1.0,181,dose_rate,10.0,1200.0,40.46,0.0059078925687922,421.1886,374.5074193265306
1.0,182,dose_rate,10.0,1200.0,38.59,0.0061941781117733,425.6477,378.9665193265306
1.0,183,dose_rate,10.0,1200.0,37.57,0.0063623458433147,396.36350000000004,349.68231932653066
1.0,184,dose_rate,10.0,1200.0,39.95,0.0059833124739257,399.06055000000003,352.37936932653065
1.0,185,dose_rate,10.0,800.0,41.33,0.0057835309299137,437.27139999999997,390.5902193265306
1.0,186,dose_rate,10.0,800.0,39.31,0.0060807258543203,385.08076,338.3995793265306
1.0,187,dose_rate,10.0,800.0,37.92,0.0063036216596343,362.7048,316.0236193265306
1.0,188,dose_rate,10.0,800.0,37.23,0.0064204494583221,353.20101,306.5198293265306
1.0,189,dose_rate,10.0,800.0,39.74,0.0060149303808085,406.5402,359.85901932653064
1.0,191,dose_rate,10.0,4000.0,39.57,0.0060407716283379,377.14167000000003,330.46048932653065
1.0,192,dose_rate,10.0,4000.0,38.48,0.0062118849618849,383.56863999999996,336.8874593265306
1.0,193,dose_rate,10.0,4000.0,39.22,0.0060946795852456,418.8696,372.1884193265306
1.0,194,dose_rate,10.0,4000.0,39.22,0.0060946795852456,376.47278,329.7915993265306
1.0,195,dose_rate,10.0,0.0,38.88,0.006147976680384,23.188032000000003,-23.49314867346938
1.0,196,dose_rate,10.0,0.0,41.82,0.0057157659811892,23.820672,-22.860508673469386
1.0,197,dose_rate,10.0,0.0,43.23,0.0055293391934613,21.891671999999996,-24.78950867346939
1.0,198,dose_rate,10.0,0.0,37.79,0.0063253065184793,17.795310999999998,-28.885869673469386
1.0,210,energy_resp,0.06,0.06,38.83,0.0061558932097175,1386.231,1339.5498193265307
1.0,211,energy_resp,0.06,0.06,40.61,0.0058860707543298,1546.4288,1499.7476193265306
1.0,212,energy_resp,0.06,0.06,36.19,0.0066049553283595,1216.3458999999998,1169.6647193265303
1.0,213,energy_resp,0.06,0.06,36.96,0.006467352092352,1475.4432000000002,1428.7620193265307
1.0,214,energy_resp,0.06,0.06,39.4,0.0060668358714044,1506.2619999999997,1459.5808193265302
1.0,215,energy_resp,0.1,0.1,40.85,0.0058514891880864,1489.7995,1443.1183193265306
1.0,216,energy_resp,0.1,0.1,36.84,0.0064884183858125,1291.9788,1245.2976193265308
1.0,217,energy_resp,0.1,0.1,40.11,0.0059594448599684,1436.3391000000001,1389.6579193265306
1.0,218,energy_resp,0.1,0.1,39.06,0.0061196449906127,1487.4048,1440.7236193265308
1.0,219,energy_resp,0.1,0.1,39.5,0.0060514767932489,1412.52,1365.8388193265305
1.0,220,energy_resp,0.18,0.18,38.85,0.0061527241527241,1103.7285,1057.0473193265307
1.0,221,energy_resp,0.18,0.18,39.57,0.0060407716283379,1075.9083,1029.2271193265306
1.0,222,energy_resp,0.18,0.18,39.34,0.0060760887985087,1123.9438,1077.2626193265305
1.0,223,energy_resp,0.18,0.18,38.95,0.0061369276850663,1039.5755000000001,992.8943193265308
1.0,224,energy_resp,0.18,0.18,40.69,0.0058744982387154,1236.5691,1189.8879193265307
1.0,225,energy_resp,0.22,0.22,40.06,0.0059668830088201,712.2668000000001,665.5856193265307
1.0,226,energy_resp,0.22,0.22,38.26,0.0062476041122146,630.5248,583.8436193265306
1.0,227,energy_resp,0.22,0.22,39.61,0.0060346713792813,643.6625,596.9813193265306
1.0,228,energy_resp,0.22,0.22,37.92,0.0063036216596343,682.5600000000001,635.8788193265307
1.0,229,energy_resp,0.22,0.22,41.71,0.0057308399264764,820.0186,773.3374193265306
1.0,230,energy_resp,0.15,0.15,37.58,0.0063606528295192,1095.0812,1048.4000193265306
1.0,231,energy_resp,0.15,0.15,38.09,0.0062754878795834,1153.3652000000002,1106.6840193265307
1.0,232,energy_resp,0.15,0.15,37.5,0.0063742222222222,1209.375,1162.6938193265305
1.0,233,energy_resp,0.15,0.15,39.16,0.0061040177051413,1174.0167999999999,1127.3356193265304
1.0,234,energy_resp,0.15,0.15,37.38,0.0063946852149099,1044.0234,997.3422193265307
1.0,235,energy_resp,6.0,6.0,38.74,0.006170194458785,381.5115200000001,334.8303393265307
1.0,236,energy_resp,6.0,6.0,37.58,0.0063606528295192,408.8704,362.18921932653063
1.0,237,energy_resp,6.0,6.0,38.2,0.0062574171029668,369.47040000000004,322.78921932653066
1.0,238,energy_resp,6.0,6.0,38.61,0.0061909695243028,381.50541,334.8242293265306
1.0,239,energy_resp,6.0,6.0,38.13,0.0062689046245301,380.04171,333.36052932653064
1.0,240,energy_resp,10.0,10.0,38.39,0.0062264478596856,364.12915,317.4479693265306
1.0,241,energy_resp,10.0,10.0,37.15,0.0064342754598474,357.4573,310.7761193265306
1.0,242,energy_resp,10.0,10.0,38.18,0.0062606949537279,366.26074,319.5795593265306
1.0,243,energy_resp,10.0,10.0,38.61,0.0061909695243028,386.48609999999996,339.8049193265306
1.0,244,energy_resp,10.0,10.0,38.83,0.0061558932097175,373.03980999999993,326.35862932653055
1.0,245,energy_resp,10.0,10.0,39.06,0.0061196449906127,361.85184,315.1706593265306
1.0,246,energy_resp,10.0,10.0,38.46,0.0062151152712775,379.17714,332.4959593265306
1.0,247,energy_resp,10.0,10.0,36.12,0.0066177556293835,323.20176,276.5205793265306
1.0,248,energy_resp,10.0,10.0,39.73,0.0060164443325782,402.8622,356.1810193265306
1.0,249,energy_resp,10.0,10.0,37.52,0.0063708244491826,360.75480000000005,314.07361932653066
1.0,250,energy_resp,0.0,0.0,36.83,0.0064901801067969,23.736935,-22.944245673469386
1.0,251,energy_resp,0.0,0.0,42.19,0.005665639567038,25.875126999999996,-20.80605367346939
1.0,252,energy_resp,0.0,0.0,37.97,0.0062953208673514,22.979443999999997,-23.701736673469387
1.0,253,energy_resp,0.0,0.0,38.49,0.0062102710660777,25.361061000000003,-21.32011967346938
